,raw_text,new_line_break_count
230,"TECH
Elon Musk’s SpaceX Stake Moves Lower, But Executive Retains Control

His trust holds almost 80% of voting rights at SpaceX, though his equity ownership of the company has fallen.

Micah Maidenberg

December 23, 2022 07:00 am ET

Appeared in the Dec 24, 2022 , print edition as 'Musk’s SpaceX Stake Falls Below 50% But He Retains Grip on Voting Rights'",9
231,"WHATS NEWS BUSINESS FINANCE
What’s News: Business & Finance

What’s News: Business & Finance

December 23, 2022 12:01 am ET

Appeared in the Dec 23, 2022 , print edition as 'What’s News: Business & Finance'",7
232,"AUTOS INDUSTRY
Tesla Doubles Discounts on Model 3, Model Y Vehicles

The move has fueled concern that demand for the electric vehicles might be softening.

Will Feuer

December 22, 2022 11:04 pm ET

Appeared in the Invalid date, print edition as 'Tesla Doubles Discounts on Some Models'",9
233,"POLITICS
Senate Probes Whether Tesla, GM, Others Have Possible Links to Uyghur Forced Labor

Lawmakers have asked auto manufacturers to provide information on their supply chains to help find any links to China’s Xinjiang region.

Yuka Hayashi

December 22, 2022 03:36 pm ET",7
234,"Today's Coverage

December 22, 2022 04:38 am ET",2
235,"WHATS NEWS BUSINESS FINANCE
What’s News: Business & Finance

What’s News: Business & Finance

December 22, 2022 12:01 am ET

Appeared in the Dec 22, 2022 , print edition as 'What’s News: Business & Finance'",7
236,"FINANCE
Tesla Bears Are Sitting on $15 Billion in Gains This Year

The reversal of Tesla’s fortunes has been music to the ears of the stock’s many detractors who watched in astonishment when it kicked off a monster run in early 2020, with little regard for fundamentals.

Jack Pitcher

December 21, 2022 04:59 pm ET

Appeared in the Dec 22, 2022 , print edition as 'Tesla Bears Reap $15 Billion in Gains From Short Selling EV Maker’s Shares'",9
237,"RUMBLE SEAT
2023 Nissan Ariya Premiere: A Sporty, Pricey EV Crossover

Nissan’s first all-electric crossover arrives with a stylish silhouette and all sorts of alluring design flourishes. But because it’s built in Japan, it’s not eligible for the latest tax credits, making it a bit costly for its category.

Dan Neil

December 21, 2022 04:05 pm ET

Appeared in the Dec 24, 2022 , print edition as 'A Nissan Crossover Highlights That Awkward Phase for EVs'",9
238,"HEARD ON THE STREET
Elon Musk Offers Worst Job in Tech

Twitter owner hunts for new CEO, with many strings attached.

Laura Forman and Dan Gallagher

December 21, 2022 01:42 pm ET

Appeared in the Dec 22, 2022 , print edition as 'Musk Offers the Worst Job in Tech'",9
239,"TECH
Elon Musk Says Twitter ‘Will, In Fact, Be OK Next Year’

The billionaire CEO said the social-media company he recently acquired was on track to log $3 billion in negative free-cash flow before his cost cuts.

Will Feuer and Alexa Corse

December 21, 2022 11:08 am ET

Appeared in the Dec 22, 2022 , print edition as 'Musk Defends Twitter Cost-Slashing'",9
240,"TECH
Musk Plans to Step Down as Twitter Head

The billionaire has suggested the outcome of the survey he called might have been rigged.

Sarah E. Needleman

December 20, 2022 10:08 pm ET

Appeared in the Dec 21, 2022 , print edition as 'Musk Says He Will Cede CEO Job'",9
241,"U.S. MARKETS
Stocks Waver After Bank of Japan’s Surprise Adjustment

Bond yields rose, and U.S. stock indexes wobbled, after the Bank of Japan surprised investors by raising the cap on a benchmark rate.

Will Horner and Hardika Singh

December 20, 2022 06:34 pm ET

Appeared in the Dec 21, 2022 , print edition as 'Indexes Break 4-Session Losing Streak'",9
242,"STOCKS
Stock Picking Makes a Comeback in Market Turbulence

Inflation, rising interest rates and recession fears derail easy returns from passive investing.

Hardika Singh

December 20, 2022 06:33 pm ET

Appeared in the Dec 21, 2022 , print edition as 'Stock Picking Makes Comeback In Market Turmoil'",9
243,"CHINA
China’s Workers Are Calling In Sick With Covid After Beijing’s U-Turn

An abrupt end to harsh pandemic rules has left factories and businesses with little insulation from fast-spreading infections.

Selina Cheng and Dan Strumpf

December 20, 2022 04:30 pm ET

Appeared in the Dec 21, 2022 , print edition as 'Lifting of Zero-Covid Policies Puts Onus on China Factories'",9
244,"TECH
Elon Musk’s Twitter Poll Shows Users Want Him to Step Down

The poll showed that 57.5% of respondents want him to leave as head of the social-media platform, bringing it fresh uncertainty.

Alexa Corse

December 19, 2022 07:44 pm ET

Appeared in the Dec 20, 2022 , print edition as 'Twitter Poll Casts Uncertainty on Musk’s Role'",9
245,"20 ODD QUESTIONS
Bob Dylan on Music’s Golden Era vs. Streaming: ‘Everything’s Too Easy’

The iconoclast shares his thoughts on creativity, how technology might represent the end of civilization and why he thanked ‘the crew of Dunkin’ Donuts’ in his latest book.

Jeff Slate

December 19, 2022 01:30 pm ET

Appeared in the Dec 24, 2022 , print edition as 'Bob Dylan'",9
246,"Stocks to Watch: Tesla, Microsoft, Madrigal

James Willhite

December 19, 2022 08:28 am ET",4
247,"Tesla Stock Gains After Twitter Poll Tells Elon Musk to Step Down at Social-Media Giant

Quentin Webb

December 19, 2022 08:24 am ET",4
248,"TECH
Elon Musk Polls Twitter Users, Asking Whether He Should Step Down

Mr. Musk, who has led the social-media company for a little over seven weeks, pledged to abide by the results of the poll.

Alexa Corse

December 18, 2022 11:27 pm ET",7
249,"AUTOS INDUSTRY
Toyota Chief Says ‘Silent Majority’ Has Doubts About Pursuing Only EVs

“Because the right answer is still unclear, we shouldn’t limit ourselves to just one option,” said Akio Toyoda, Toyota Motor Corp. president.

River Davis and Sean McLain

December 18, 2022 08:24 pm ET

Appeared in the Dec 19, 2022 , print edition as 'Toyota Skeptical Of Going All-EV'",9
250,"TECH
The Backstory Behind ChatGPT Creator OpenAI

The AI program captivating Silicon Valley with its sophisticated prose had its origins three years ago when tech investor Sam Altman moved research lab OpenAI away from its nonprofit roots.

Berber Jin and Miles Kruppa

December 18, 2022 02:57 pm ET

Appeared in the Dec 19, 2022 , print edition as 'Company Works to Win AI Race'",9
251,"BUSINESS
Elon Musk’s SpaceX Prepares for Starship Launch

The company is nearing the first orbital test launch of a rocket system for deep-space missions.

Micah Maidenberg

December 18, 2022 06:00 am ET

Appeared in the Dec 19, 2022 , print edition as 'SpaceX Readies Launch of Starship Rocket'",9
252,"AUTOS INDUSTRY
Jeep Maker Stellantis Downshifts Ambitions in China

The company’s strategic pivot in the world’s largest car market reflects the challenging landscape for global auto makers.

Ryan Felton

December 17, 2022 05:30 am ET

Appeared in the Dec 19, 2022 , print edition as 'Stellantis Scales Back Ambitions in China'",9
253,"KEYWORDS: CHRISTOPHER MIMS
Could the Key to Widespread EV Adoption Be Less Range?

Battery packs that could charge in the same amount of time it takes to fill up at a gas station could be key to making electric vehicles more affordable than gas cars.

Christopher Mims

December 17, 2022 12:00 am ET

Appeared in the Dec 17, 2022 , print edition as 'The Incredible Shrinking EV Battery'",9
254,"TECH
Elon Musk Seeks Additional Funds for Twitter

Ross Gerber, a shareholder in Twitter and Tesla, says he has been approached to put more money into the social-media platform.

Alexa Corse

December 16, 2022 10:22 pm ET

Appeared in the Dec 17, 2022 , print edition as 'Musk Seeks Additional Funds for Twitter'",9
255,"BUSINESS
Coinbase, Moderna, Tesla: Stocks That Defined the Week

Here are seven major companies whose stocks moved on the week’s news.

Francesca Fontana

December 16, 2022 06:58 pm ET",7
256,"Heard on the Street Recap: Anchors Aweigh

Heard Editors

December 16, 2022 05:00 pm ET",4
257,"AUTOS INDUSTRY
Ford Raises Price of F-150 Lightning for Third Time This Year, to Nearly $56,000

The increased price tag for the full-size, electric pickup is due to the rising cost of materials, the company said.

Ginger Adams Otis and Nora Eckert

December 16, 2022 01:56 pm ET",7
258,"TECH
Elon Musk’s Twitter Barbs Have New Magnitude

The entrepreneur’s approach is getting new scrutiny now that he owns the social-media platform where he has been a super user for years.

Tim Higgins and Alexa Corse

December 15, 2022 10:54 pm ET

Appeared in the Dec 16, 2022 , print edition as 'Musk’s Twitter Barbs Carry New Weight, Raise Concerns'",9
259,"Cathie Wood's ARK Adds to Positions in Coinbase, Tesla

Jack Pitcher

December 15, 2022 01:32 pm ET",4
260,"Stocks to Watch: Tesla, Lennar, Nordson

James Willhite

December 15, 2022 04:38 am ET",4
261,"WHATS NEWS BUSINESS FINANCE
What’s News: Business & Finance

What’s News: Business & Finance

December 15, 2022 12:20 am ET

Appeared in the Dec 15, 2022 , print edition as 'What’s News: Business & Finance'",7
262,"TECH
Elon Musk Sold More Than $3.5 Billion Worth of Tesla Shares

The CEO’s sale of Tesla stock has weighed on the company’s share price, which is down more than 50% in 2022.

Rebecca Elliott

December 14, 2022 10:44 pm ET

Appeared in the Dec 15, 2022 , print edition as 'Musk Sells $3.5 Billion Worth Of Tesla Shares'",9
263,"TECH
Twitter Suspends Accounts Sharing Live Locations, Including the Tracker of Elon Musk’s Private Jet

Mr. Musk said real-time posting of people’s locations violates doxing policies. He previously said he wouldn’t suspend the @ElonJet account.

Joseph De Avila

December 14, 2022 08:56 pm ET

Appeared in the Dec 15, 2022 , print edition as 'Platform Suspends User Who Tracked Owner’s Location'",9
264,"CFO JOURNAL
FASB Lays Out Disclosure Requirements for Companies’ Crypto Holdings Ahead of Potential Proposal

Businesses that report crypto on the balance sheet would have to provide details on restricted assets and activity during the year

Mark Maurer

December 14, 2022 04:22 pm ET",7
265,"JOURNAL REPORTS: YEAR IN REVIEW
2022’s Biggest News Stories, as Told by The Wall Street Journal

A timeline of 2022’s most important news stories, from Russia’s war in Ukraine to inflation and the midterm elections.

December 14, 2022 10:00 am ET",5
266,"TECH
Redwood Materials Plans Battery-Materials Plant in South Carolina

The company, run by a former Tesla executive, is accelerating its U.S. expansion, prompted in part by the Inflation Reduction Act.

Sean McLain

December 14, 2022 10:00 am ET",7
267,"PRO PE FUND NEWS
BRV Capital Seeks $1 Billion to Back Electric Vehicle Industry Suppliers

BRV Capital Management aims to raise $1 billion for a new fund to back businesses across the electric-vehicle supply chain, as industry players strive to reduce their reliance on Chinese companies for battery materials, computer chips and other components.

Luis Garcia

December 14, 2022 06:30 am ET",7
268,"MARKETS
Tesla Investors Voice Concern Over Elon Musk’s Focus on Twitter

Supporters of both Tesla and Musk have been asking questions about who is running the electric-vehicle maker.

Meghan Bobrowsky

December 13, 2022 07:04 pm ET

Appeared in the Dec 14, 2022 , print edition as 'Tesla Investors Voice Concern On Musk'",9
269,"BUSINESS
SpaceX Eyes Higher Valuation in Offering Employee Shares for Sale

The Elon Musk-led company reached a $125 billion valuation during a fundraising round earlier this year.

Berber Jin and Micah Maidenberg

December 13, 2022 07:00 pm ET

Appeared in the Dec 14, 2022 , print edition as 'SpaceX Offers Employee Stock To Boost Value'",9
270,"BUSINESS
Elon Musk Is No Longer the World’s Richest Person, Falls Behind Bernard Arnault

The Tesla CEO gave up the unofficial title to the European mogul amid a slump in the car maker’s shares.

Joseph De Avila and Nick Kostov

December 13, 2022 06:22 pm ET",7
271,"U.S. MARKETS
Stocks Jump After Inflation Data

U.S. stock indexes rose after the latest inflation data came in lower than expected, suggesting the Federal Reserve could slow the pace of interest-rate increases as consumer prices come under control. 

Gunjan Banerji and Anna Hirtenstein

December 13, 2022 05:24 pm ET

Appeared in the Dec 14, 2022 , print edition as 'Stocks Gain After Good Inflation Data'",9
272,"The Heard on the Street Recap:

Heard Editors

December 13, 2022 05:00 pm ET",4
273,"REVIEW & OUTLOOK
Opinion: All Biden’s Green Job Losers

Climate industrial policy is costing 1,350 workers their jobs at a Stellantis plant in Illinois.

The Editorial Board

December 12, 2022 06:45 pm ET

Appeared in the Dec 13, 2022 , print edition as 'All Biden’s Climate Job Losers'",9
274,"MARKETS
Investors Are Losing Faith in Cathie Wood’s ARK

The ETF founder is seeing a drop in large holdings such as Tesla and Zoom.

Jack Pitcher

December 12, 2022 05:50 pm ET

Appeared in the Dec 13, 2022 , print edition as 'Some Investors Pull Money Out of Wood’s ARK Fund'",9
275,"U.S. MARKETS
Dow Rallies More Than 500 Points With Inflation, Rate Outlook in Focus

U.S. stocks jumped, with investors anticipating softer inflation and a smaller interest-rate increase from the Federal Reserve this week.

Will Horner and Ben Eisen

December 12, 2022 04:42 pm ET

Appeared in the Dec 13, 2022 , print edition as 'Stocks Rally Before Inflation Data'",9
276,"U.S.
Elon Musk’s Twitter Takeover Draws NASA’s Attention

The space agency’s administrator says that SpaceX President Gwynne Shotwell said Twitter won’t distract from the company’s mission.

Micah Maidenberg

December 12, 2022 01:21 pm ET

Appeared in the Dec 13, 2022 , print edition as 'NASA Told Takeover Won’t Distract SpaceX'",9
277,"HEARD ON THE STREET
Half-Price Tesla Stock Is Still No Bargain

Even after a roughly 50% decline this year, the electric-vehicle pioneer’s shares are pricing in an unusual level of industry dominance.

Stephen Wilmot

December 12, 2022 08:25 am ET

Appeared in the Dec 13, 2022 , print edition as 'Half-Price Tesla Stock Is No Bargain'",9
278,"JOURNAL REPORTS: LEADERSHIP
Microsoft Tops the Best-Managed Companies of 2022

The company is No. 1—again—in the Drucker Institute’s annual Management Top 250 ranking. But below No. 1, there were a lot of changes, especially among technology companies.

Meghan Bobrowsky

December 11, 2022 09:05 am ET

Appeared in the Dec 12, 2022 , print edition as 'The Best-Managed Companies of 2022'",9
279,"HEARD ON THE STREET
Twitter’s Advertising Truth Hurts

Mr. Musk’s vague tweets on the subject have Twitter-watchers in a tither, underscoring the urgency of competing for a shrinking pool of ad dollars.

Laura Forman

December 11, 2022 09:00 am ET

Appeared in the Dec 12, 2022 , print edition as 'Twitter’s Advertising Truth Hurts'",9
280,"JOURNAL REPORTS: YEAR IN REVIEW
Jay Leno on Electric Cars, Hydrogen Fuel, Space Travel—and His Recent Accident

The comedian and car lover has been very happy with the EVs he has bought. He is less interested in leaving Earth, though.

Jay Leno

December 11, 2022 08:00 am ET

Appeared in the Dec 15, 2022 , print edition as 'Jay Leno on Electric Cars'",9
281,"LETTERS
Opinion: Noonan, Musk and the Other Side of Idealism

‘Half the harm that is done in this world is due to people who want to feel important.’

December 9, 2022 02:56 pm ET

Appeared in the Dec 10, 2022 , print edition as 'Noonan, Musk and the Other Side of Idealism'",7
282,"JOURNAL REPORTS: LEADERSHIP
Adam Grant on What Makes an Effective Leader in a New Era

The Wharton management professor talks about leadership styles, job sharing, downsizing and a four-day workweek

December 9, 2022 01:00 pm ET

Appeared in the Dec 12, 2022 , print edition as 'Leadership in a New Era'",7
283,"AUTOS INDUSTRY
Workers at GM-LG Battery Plant in Ohio Vote to Unionize

The result is a win for the UAW, which plans organizing campaigns at many U.S. battery factories slated to open in coming years.

Nora Eckert and Mike Colias

December 9, 2022 01:56 am ET

Appeared in the Dec 10, 2022 , print edition as 'GM-LG Battery Plant to Unionize'",9
284,"CMO TODAY
Hertz Names First CMO Since 2020 Amid New Focus on Electric Vehicles

Hertz Global Holdings Inc. named former GE Appliances marketer Wayne Davis as its new chief marketing officer, making him the first CMO at the car rental services company since 2020, a spokesman said.

Patrick Coffee

December 8, 2022 06:37 pm ET",7
285,"BOOKSHELF
‘How the Victorians Took Us to the Moon’ Review: Partial Progress

The innovations of the 19th century are numerous. Imagine how much more could have been achieved had women been allowed to participate.

Michael Shermer

December 8, 2022 05:47 pm ET

Appeared in the Dec 09, 2022 , print edition as 'Partial Progress'",9
286,"COMMENTARY
Opinion: Elon Musk Slashes Bureaucracy, Giving Twitter a Chance to Soar

Success isn’t guaranteed, but he has saved the company from systemic and degenerative paralysis.

Rob Wiesenthal

December 8, 2022 12:50 pm ET

Appeared in the Dec 09, 2022 , print edition as 'Elon Musk Slashes Bureaucracy, Giving Twitter a Chance to Soar'",9
287,"AUTOS INDUSTRY
Tesla Sales of Chinese-Made Cars Hit Record, as Nation’s Auto Market Shrinks

China’s overall November car sales slump is likened to that of 2008 financial crisis.

Selina Cheng

December 8, 2022 08:12 am ET

Appeared in the Dec 09, 2022 , print edition as 'Tesla Tops China’s Monthly Auto Data'",9
288,"AUTOS INDUSTRY
Car Dealers Prepare for Softening Demand as Uncertain Outlook Looms

A survey of 1,000 dealers shows their outlook on the market is the lowest it has been in five years.

Nora Eckert and Mike Colias

December 8, 2022 05:30 am ET

Appeared in the Dec 09, 2022 , print edition as 'Car Dealers Prepare for Slower Sales'",9
289,"What CEOs Are Taking Away From Elon Musk’s Management of Twitter

Chip Cutter

December 6, 2022 05:23 pm ET",4
290,"HEARD ON THE STREET
Tesla’s Latest EV Will Fill Up on Subsidies

The 500-mile Semi may be too expensive even with incentives from both Washington and California, but there is a place for shorter-range electric trucks.

Stephen Wilmot

December 6, 2022 08:21 am ET

Appeared in the Dec 07, 2022 , print edition as 'Tesla’s New EV Will Fill Up on Subsidies'",9
291,"REVIEW & OUTLOOK
Opinion: Biden Starts a Climate Trade War

The Inflation Reduction Act’s subsidies are angering U.S. allies.

The Editorial Board

December 5, 2022 06:47 pm ET

Appeared in the Dec 06, 2022 , print edition as 'Biden Starts a Climate Trade War'",9
292,"U.S. MARKETS
Stocks Slide on Strong Economic Data

Major indexes fell after new readings on service-sector activity and factory output suggested the economy remains resilient.

Paul Vigna, Weilun Soon and Joe Wallace

December 5, 2022 04:35 pm ET

Appeared in the Dec 06, 2022 , print edition as 'Economy-Tied Stocks Fall Steeply'",9
293,"Stocks to Watch: Tesla, Delta, Apple, Credit Suisse

James Willhite

December 5, 2022 08:02 am ET",4
294,"TECH
Twitter, Tesla, Neuralink, SpaceX: A Week Running on Musk Time

The busy entrepreneur’s propensity for ambitious, fuzzy deadlines—familiar to followers of his companies—is now on display at the social-media platform.

Tim Higgins

December 4, 2022 09:00 am ET",7
295,"PRIVATE PROPERTIES
Hawaii Home Asks $24 Million

Owned by a former film producer, the newly built home is located on Kauai’s North Shore

E.B. Solomont

December 2, 2022 12:04 pm ET

Appeared in the Dec 09, 2022 , print edition as 'Newly Built Hawaii Home on the Market'",9
296,"AUTOS INDUSTRY
Tesla Delivers Semi Trucks to PepsiCo

Elon Musk introduced the semitrailer truck five years ago and it was initially due out in 2019.

Rebecca Elliott

December 1, 2022 10:52 pm ET

Appeared in the Dec 02, 2022 , print edition as 'Tesla Delivers Semis to PepsiCo, Expanding Beyond Cars'",9
297,"STYLE
From Elon Musk to Drake, Celebrity Nightstand Photos Are Causing a Stir

As public figures post photos of bedside tables on social media, fans are hyper-analyzing their contents for insight into their tastes and psyches.

Lane Florsheim

December 1, 2022 08:00 am ET",7
298,"TECH
Elon Musk Says Apple, Twitter Have ‘Resolved’ Differences After Meeting

The Twitter boss said he met with Apple CEO Tim Cook at Apple’s headquarters and that Mr. Cook said Apple never considered banning Twitter from the App Store.

Tim Higgins

November 30, 2022 07:42 pm ET

Appeared in the Dec 01, 2022 , print edition as 'Twitter, Apple Resolve Differences After Meeting'",9
299,"TECH
Twitter Becomes Stage for China Protests Despite Ban by Beijing

The platform is proving to be a critical avenue for those who seek to broadcast images of demonstrations to the world.

Newley Purnell and Selina Cheng

November 30, 2022 12:37 pm ET

Appeared in the Dec 01, 2022 , print edition as 'Protesters Reach World on Twitter Despite Ban'",9
300,"TECH
Twitter’s Former Trust and Safety Chief Says He Left When System of Governance Went Away

Yoel Roth said he departed following the botched launch of the upgraded Twitter Blue subscription program after Elon Musk ignored his team’s warnings about the rollout.

Meghan Bobrowsky

November 29, 2022 08:27 pm ET

Appeared in the Nov 30, 2022 , print edition as 'Twitter’s Ex-Safety Chief Says He Left When Governance System Went Away'",9
301,"CMO TODAY
Elon Musk’s Twitter Politics Add to Pressure on Tesla’s Brand Image

Democrats in particular have soured on Tesla in recent weeks, survey finds, though the car maker’s customers remain loyal.

Patrick Coffee and Rebecca Elliott

November 29, 2022 06:20 pm ET

Appeared in the Nov 30, 2022 , print edition as 'Politics of Social Media Pressure Tesla'",9
302,"OVERHEARD
Meet Kevin, the ETF

A YouTube financial influencer who touted FTX puts your money where his mouth is.

Spencer Jakab

November 29, 2022 12:42 pm ET

Appeared in the Nov 30, 2022 , print edition as 'OVERHEARD'",9
303,"BUSINESS
Why America Doesn’t Have Enough EV Charging Stations

Gas stations spar with utility companies, rural areas predict years of losses on chargers, spotty equipment threatens reliability: The U.S. EV charging network is a mess.

Jennifer Hiller

November 29, 2022 11:02 am ET

Appeared in the Nov 30, 2022 , print edition as 'Electric Cars Have A Charging Problem'",9
304,"HEARD ON THE STREET
Car Makers Face Bumpier Road in China

Germany’s automotive powerhouses look exposed as the rise of electric vehicles upsets the established order in the world’s largest car market.

Stephen Wilmot

November 29, 2022 10:09 am ET

Appeared in the Nov 30, 2022 , print edition as 'Car Makers Face Bumps in China'",9
305,"TECH
Elon Musk’s Apple Attack Sets Stage for Public Spat

The dispute could draw new attention to how speech is monitored on the internet.

Tim Higgins and Aaron Tilley

November 29, 2022 09:31 am ET

Appeared in the Nov 30, 2022 , print edition as 'Musk’s Attack on Apple Sets Up Battle Fraught With Risk to Both'",9
306,"TECH
Musk Claims Apple Is Threatening to Remove Twitter From App Store

Twitter CEO Elon Musk also says Apple has withdrawn most of its advertising spending from the social-media company.

Sarah E. Needleman and Tim Higgins

November 28, 2022 04:45 pm ET

Appeared in the Nov 29, 2022 , print edition as 'Musk Says Apple Moves Against Twitter'",9
307,"AUTOS INDUSTRY
Slow Self-Driving Car Progress Tests Investors’ Patience

Investors are getting impatient with the pace of driverless-car development, pressuring an industry that has had to scale back plans and retrench.

Tim Higgins

November 28, 2022 01:10 pm ET

Appeared in the Nov 29, 2022 , print edition as 'Investors Lose Patience With Driverless Cars'",9
308,"BUSINESS
Elon Musk’s Boring Company Ghosts Cities Across America

The tunnel venture has repeatedly teased local officials with a pledge to ‘solve soul-destroying traffic,’ and then backed out when confronted with the realities of building public infrastructure.

Ted Mann and Julie Bykowicz

November 28, 2022 01:03 pm ET

Appeared in the Nov 29, 2022 , print edition as 'Musk’s Boring Co. Has Cities Waiting'",9
309,"U.S.
Supreme Court Weighs Limits in Fraud Prosecutions

The Supreme Court heard arguments Monday in a set of public-corruption cases that shook up New York politics.

Jan Wolfe and Jimmy Vielkind

November 28, 2022 12:17 pm ET

Appeared in the Nov 29, 2022 , print edition as 'Justices Weigh Limits on Corruption Cases'",9
310,"HEARD ON THE STREET
Twitter Is Too Musk to Fail

Twitter’s finances are bleak, but Elon Musk would rather make it a money pit than allow it to buckle under.

Laura Forman

November 28, 2022 07:00 am ET

Appeared in the Nov 29, 2022 , print edition as 'Twitter Is Too Musk Now to Fail'",9
311,"CRYPTOCURRENCY
Crypto Entrepreneurs Fail to Capture Musk’s Attention With Goat Statue

Co-founders of the Elon GOAT token delivered the 12,000-pound sculpture to Tesla’s Austin headquarters, but the billionaire didn’t respond.

Joseph Pisani, Alyssa Lukpat and Adolfo Flores

November 27, 2022 01:27 pm ET",7
312,"INSIDE VIEW
Opinion: Crypto’s Final Price Could Be Zero

No sane lender would extend credit against assets lacking any underlying collateral.

Andy Kessler

November 27, 2022 12:32 pm ET

Appeared in the Nov 28, 2022 , print edition as 'Crypto’s Final Price Could Be Zero'",9
313,"CMO TODAY
Marketers Must Be Flexible, Without Losing Identity, in Uncertain Times

Budget cuts will be requested, but ‘this is not the time to do that.’ Be flexible, maintain your identity, and convey to customers your value proposition.

Nat Ives

November 27, 2022 09:00 am ET",7
314,"Stocks to Watch: Activision, Apple, Chevron, Tesla, Manchester United

James Willhite

November 25, 2022 07:08 am ET",4
315,"AUTOS INDUSTRY
Tesla to Recall About 80,000 Cars in China

The recall involves Model S and Model X vehicles with software problems that may lead to battery malfunction, as well as Model 3 cars with seat-belt issues.

Yifan Wang and Selina Cheng

November 25, 2022 02:48 am ET

Appeared in the Nov 26, 2022 , print edition as 'Tesla Cites Issues in 80,000 China Cars'",9
316,"AUTOS INDUSTRY
VW Faces New Problem in China: Homegrown Competitors

Chinese electric-car makers are increasingly taking market share from the German giant in its largest market.

William Boston

November 24, 2022 08:00 am ET

Appeared in the Nov 25, 2022 , print edition as 'VW Faces Competition From Tesla, Homegrown Companies in China'",9
317,"CRYPTOCURRENCY
Sam Bankman-Fried Said He Would Give Away Billions. Broken Promises Are All That’s Left.

The FTX founder pledged to donate billions. His firm’s swift collapse wiped out his wealth and ambitious philanthropic endeavors.

Rachel Louise Ensign and Ben Cohen

November 24, 2022 05:30 am ET

Appeared in the Nov 25, 2022 , print edition as 'FTX’s Collapse Wiped Out Founder’s Philanthropic Aims'",9
318,"TECH
Adobe Challenger Bets Economic Downturn Will Propel Sales

Design-software startup Canva is attempting to convince businesses that its products offer better value.

Stuart Condie

November 23, 2022 06:46 am ET

Appeared in the Nov 25, 2022 , print edition as 'Adobe Challenger Canva Bets Downturn Will Propel Sales'",9
319,"TECH
Musk’s Twitter Takeover Triggers a Partisan Clash

Democrats say company staff cutbacks are threatening user security, while Republicans maintain that the dispute is over free speech.

John D. McKinnon

November 23, 2022 05:00 am ET",7
320,"STREETWISE
Crypto Speculation Is All But Over. Its Systemic Troubles Aren’t.

The decline in bitcoin looks a lot like the decline in other super-speculative assets. But more failures of crypto firms could push it lower still.

James Mackintosh

November 22, 2022 12:09 pm ET

Appeared in the Nov 23, 2022 , print edition as 'Crypto’s Systemic Troubles Are Far From Over'",9
321,"ON THE CLOCK
Is Elon Musk Your Boss’s Anger Translator?

Many leaders who think the working world has gone soft in recent years envy the new Twitter chief’s unfiltered style and push for maximum effort from employees.

Callum Borchers

November 22, 2022 12:01 am ET",7
322,"BUSINESS
Domino’s Pizza Invests in Electric-Vehicle Fleet to Help Stores Recruit Drivers

The world’s biggest pizza chain signs a deal with General Motors to purchase EVs. The company’s sales have suffered due to too few drivers.

Heather Haddon

November 21, 2022 05:05 pm ET",7
323,"CFO JOURNAL
How Elon Musk’s Twitter Faces Mountain of Debt, Falling Revenue and Surging Costs

The social-media company is working to bring down expenses as many advertisers pause spending and debt payments loom.

Mark Maurer

November 21, 2022 09:48 am ET",7
324,"FILM
How Will Ferrell Became the King of Christmas

In the new holiday musical “Spirited,” Ferrell sings and dances alongside Ryan Reynolds in his most vulnerable role yet: “It just felt like the longest high-wire act done to date.”

Alex Bhattacharji | Photography by Dan Jackson for WSJ. Magazine | Styling by Edward Bowleg III

November 21, 2022 08:30 am ET",7
325,"HEARD ON THE STREET
Musk, Sanders Both Miss the Mark Over Pricey Insulin

Big Pharma has taken much of the heat for sky-high insulin prices, but scrutiny could soon shift to other companies grabbing a growing slice of spending.

David Wainer

November 21, 2022 07:00 am ET",7
326,"MIDTERM ELECTION 2022
GOP House Majority Could Shield Industries From New Taxes, Regulations

Republicans have the power to block Democratic efforts to approve new regulations or taxes on the fossil-fuel industry, private-equity funds, tobacco makers and drug manufacturers.

Brody Mullins and John D. McKinnon

November 21, 2022 05:30 am ET

Appeared in the Nov 22, 2022 , print edition as 'GOP Gains Alter Regulatory Outlook'",9
327,"TECH
Tesla Board View That Elon Musk Is Irreplaceable Emerged in Pay Trial

The directors’ desire to keep the serial entrepreneur focused on the car maker contributed to the pursuit of a multibillion-dollar equity grant.

Rebecca Elliott and Meghan Bobrowsky

November 19, 2022 10:03 am ET",7
328,"KEYWORDS: CHRISTOPHER MIMS
Debunking the Myth of the Tech Gods

Society’s belief that startup founders possess extraordinary powers is harmful to everyday workers and investors.

Christopher Mims

November 19, 2022 12:00 am ET",7
329,"TECH
Twitter’s Mass Resignations Test Elon Musk’s Management Playbook

Mr. Musk has tried to frame demands for long hours of “hardcore” work at Twitter in altruistic terms but it isn’t clear that they are motivating employees.

Alexa Corse and Tim Higgins

November 18, 2022 11:14 pm ET",7
330,"BUSINESS
Target, Amazon, Starbucks: Stocks That Defined the Week

Here are seven major companies whose stocks moved on the week’s news.

Francesca Fontana

November 18, 2022 06:10 pm ET",7
331,"HEARD ON THE STREET
Subsidies Supercharge GM’s EV Strategy

General Motors could make decent margins on electric vehicles in three years’ time, but only with help from Uncle Sam

Stephen Wilmot

November 18, 2022 08:01 am ET",7
